source language,target language,translation engine is,preferred engine
haw,bho,Google,false
haw,bm,Google,false
haw,bn,Google,false
haw,bs,Google,false
haw,ca,Google,false
haw,ceb,Google,false
haw,ckb,Google,false
haw,co,Google,false
haw,cs,Google,false
haw,cy,Google,false
haw,da,Google,false
haw,de,Google,false
haw,dv,Google,false
haw,ee,Google,false
haw,el,Google,false
haw,en,Google,false
haw,eo,Google,false
haw,es,Google,false
haw,et,Google,false
haw,eu,Google,false
haw,fa,Google,false
haw,fi,Google,false
haw,fr,Google,false
haw,fy,Google,false
haw,ga,Google,false
haw,gan,Google,false
haw,gd,Google,false
haw,gl,Google,false
haw,gn,Google,false
haw,gom,Google,false
haw,gu,Google,false
haw,ha,Google,false
haw,he,Google,false
haw,hi,Google,false
haw,hr,Google,false
haw,ht,Google,false
haw,hu,Google,false
haw,hy,Google,false
haw,id,Google,false
haw,ig,Google,false
haw,ilo,Google,false
haw,is,Google,false
haw,it,Google,false
haw,ja,Google,false
haw,jv,Google,false
haw,ka,Google,false
haw,kk,Google,false
haw,km,Google,false
haw,kn,Google,false
haw,ko,Google,false
haw,ku,Google,false
haw,ky,Google,false
haw,la,Google,false
haw,lb,Google,false
haw,lg,Google,false
haw,ln,Google,false
haw,lo,Google,false
haw,lt,Google,false
haw,lv,Google,false
haw,mai,Google,false
haw,mg,Google,false
haw,mi,Google,false
haw,mk,Google,false
haw,ml,Google,false
haw,mn,Google,false
haw,mni,Google,false
haw,mr,Google,false
haw,ms,Google,false
haw,mt,Google,false
haw,my,Google,false
haw,ne,Google,false
haw,nl,Google,false
haw,no,Google,false
haw,nso,Google,false
haw,ny,Google,false
haw,om,Google,false
haw,or,Google,false
haw,pa,Google,false
haw,pl,Google,false
haw,ps,Google,false
haw,pt,Google,false
haw,qu,Google,false
haw,ro,Google,false
haw,ru,Google,false
haw,rw,Google,false
haw,sa,Google,false
haw,sd,Google,false
haw,sh,Google,false
haw,si,Google,false
haw,simple,Google,false
haw,sk,Google,false
haw,sl,Google,false
haw,sm,Google,false
haw,sn,Google,false
haw,so,Google,false
haw,sq,Google,false
haw,sr,Google,false
haw,st,Google,false
haw,su,Google,false
haw,sv,Google,false
haw,sw,Google,false
haw,ta,Google,false
haw,te,Google,false
haw,tg,Google,false
haw,th,Google,false
haw,ti,Google,false
haw,tk,Google,false
haw,tl,Google,false
haw,tr,Google,false
haw,ts,Google,false
haw,tt,Google,false
haw,tw,Google,false
haw,ug,Google,false
haw,uk,Google,false
haw,ur,Google,false
haw,uz,Google,false
haw,vi,Google,false
haw,wuu,Google,false
haw,xh,Google,false
haw,yi,Google,false
haw,yo,Google,false
haw,yue,Google,false
haw,zh,Google,true
haw,zu,Google,false
he,af,Google,false
he,am,Google,false
he,ar,Google,false
he,arz,Google,false
he,as,Google,false
he,ay,Google,false
he,az,Google,false
he,be,Google,false
he,be-tarask,Google,false
he,bg,Google,false
he,bho,Google,false
he,bm,Google,false
he,bn,Google,false
he,bs,Google,false
he,ca,Google,false
he,ceb,Google,false
he,ckb,Google,false
he,co,Google,false
he,cs,Google,false
he,cy,Google,false
he,da,Google,false
he,de,Google,false
he,dv,Google,false
he,ee,Google,false
he,el,Google,false
he,en,Google,false
he,eo,Google,false
he,es,Google,false
he,et,Google,false
he,eu,Google,false
he,fa,Google,false
he,fi,Google,false
he,fr,Google,false
he,fy,Google,false
he,ga,Google,false
he,gan,Google,false
he,gd,Google,false
he,gl,Google,false
he,gn,Google,false
he,gom,Google,false
he,gu,Google,false
he,ha,Google,false
he,haw,Google,false
he,hi,Google,false
he,hr,Google,false
he,ht,Google,false
he,hu,Google,false
he,hy,Google,false
he,id,Google,false
he,ig,Google,false
he,ilo,Google,false
he,is,Google,false
he,it,Google,false
he,ja,Google,false
he,jv,Google,false
he,ka,Google,false
he,kk,Google,false
he,km,Google,false
he,kn,Google,false
he,ko,Google,false
he,ku,Google,false
he,ky,Google,false
he,la,Google,false
he,lb,Google,false
he,lg,Google,false
he,ln,Google,false
he,lo,Google,false
he,lt,Google,false
he,lv,Google,false
he,mai,Google,false
he,mg,Google,false
he,mi,Google,false
he,mk,Google,false
he,ml,Google,false
he,mn,Google,false
he,mni,Google,false
he,mr,Google,false
he,ms,Google,false
he,mt,Google,false
he,my,Google,false
he,ne,Google,false
he,nl,Google,false
he,no,Google,false
he,nso,Google,false
he,ny,Google,false
he,om,Google,false
he,or,Google,false
he,pa,Google,false
he,pl,Google,false
he,ps,Google,false
he,pt,Google,false
he,qu,Google,false
he,ro,Google,false
he,ru,Google,false
he,rw,Google,false
he,sa,Google,false
he,sd,Google,false
he,sh,Google,false
he,si,Google,false
he,simple,Google,false
he,sk,Google,false
he,sl,Google,false
he,sm,Google,false
he,sn,Google,false
he,so,Google,false
he,sq,Google,false
he,sr,Google,false
he,st,Google,false
he,su,Google,false
he,sv,Google,false
he,sw,Google,false
he,ta,Google,false
he,te,Google,false
he,tg,Google,false
he,th,Google,false
he,ti,Google,false
he,tk,Google,false
he,tl,Google,false
he,tr,Google,false
he,ts,Google,false
he,tt,Google,false
he,tw,Google,false
he,ug,Google,false
he,uk,Google,false
he,ur,Google,false
he,uz,Google,false
he,vi,Google,false
he,wuu,Google,false
he,xh,Google,false
he,yi,Google,false
he,yo,Google,false
he,yue,Google,false
he,zh,Google,true
he,zu,Google,false
hi,af,Google,false
hi,am,Google,false
hi,ar,Google,false
hi,arz,Google,false
hi,as,Google,false
hi,ay,Google,false
hi,az,Google,false
hi,be,Google,false
hi,be-tarask,Google,false
hi,bg,Google,false
hi,bho,Google,false
hi,bm,Google,false
hi,bn,Google,false
hi,bs,Google,false
hi,ca,Google,false
hi,ceb,Google,false
hi,ckb,Google,false
hi,co,Google,false
hi,cs,Google,false
hi,cy,Google,false
hi,da,Google,false
hi,de,Google,false
hi,dv,Google,false
hi,ee,Google,false
hi,el,Google,false
hi,en,Google,false
hi,eo,Google,false
hi,es,Google,false
hi,et,Google,false
hi,eu,Google,false
hi,fa,Google,false
hi,fi,Google,false
hi,fr,Google,false
hi,fy,Google,false
hi,ga,Google,false
hi,gan,Google,false
hi,gd,Google,false
hi,gl,Google,false
hi,gn,Google,false
hi,gom,Google,false
hi,gu,Google,false
hi,ha,Google,false
hi,haw,Google,false
hi,he,Google,false
hi,hr,Google,false
hi,ht,Google,false
hi,hu,Google,false
hi,hy,Google,false
hi,id,Google,false
hi,ig,Google,false
hi,ilo,Google,false
hi,is,Google,false
hi,it,Google,false
hi,ja,Google,false
hi,jv,Google,false
hi,ka,Google,false
hi,kk,Google,false
hi,km,Google,false
hi,kn,Google,false
hi,ko,Google,false
hi,ku,Google,false
hi,ky,Google,false
hi,la,Google,false
hi,lb,Google,false
hi,lg,Google,false
hi,ln,Google,false
hi,lo,Google,false
hi,lt,Google,false
hi,lv,Google,false
hi,mai,Google,false
hi,mg,Google,false
hi,mi,Google,false
hi,mk,Google,false
hi,ml,Google,false
hi,mn,Google,false
hi,mni,Google,false
hi,mr,Google,false
hi,ms,Google,false
hi,mt,Google,false
hi,my,Google,false
hi,ne,Google,false
hi,nl,Google,false
hi,no,Google,false
hi,nso,Google,false
hi,ny,Google,false
hi,om,Google,false
hi,or,Google,false
hi,pa,Google,false
hi,pl,Google,false
hi,ps,Google,false
hi,pt,Google,false
hi,qu,Google,false
hi,ro,Google,false
hi,ru,Google,false
hi,rw,Google,false
hi,sa,Google,false
hi,sd,Google,false
hi,sh,Google,false
hi,si,Google,false
hi,simple,Google,false
hi,sk,Google,false
hi,sl,Google,false
hi,sm,Google,false
hi,sn,Google,false
hi,so,Google,false
hi,sq,Google,false
hi,sr,Google,false
hi,st,Google,false
hi,su,Google,false
hi,sv,Google,false
hi,sw,Google,false
hi,ta,Google,false
hi,te,Google,false
hi,tg,Google,false
hi,th,Google,false
hi,ti,Google,false
hi,tk,Google,false
hi,tl,Google,false
hi,tr,Google,false
hi,ts,Google,false
hi,tt,Google,false
hi,tw,Google,false
hi,ug,Google,false
hi,uk,Google,false
hi,ur,Google,false
hi,uz,Google,false
hi,vi,Google,false
hi,wuu,Google,false
hi,xh,Google,false
hi,yi,Google,false
hi,yo,Google,false
hi,yue,Google,false
hi,zh,Google,true
hi,zu,Google,false
hr,af,Google,false
hr,am,Google,false
hr,ar,Google,false
hr,arz,Google,false
hr,as,Google,false
hr,ay,Google,false
hr,az,Google,false
hr,be,Google,false
hr,be-tarask,Google,false
hr,bg,Google,false
hr,bho,Google,false
hr,bm,Google,false
hr,bn,Google,false
hr,bs,Google,false
hr,ca,Google,false
hr,ceb,Google,false
hr,ckb,Google,false
hr,co,Google,false
hr,cs,Google,false
hr,cy,Google,false
hr,da,Google,false
hr,de,Google,false
hr,dv,Google,false
hr,ee,Google,false
hr,el,Google,false
hr,en,Google,false
hr,eo,Google,false
hr,es,Google,false
hr,et,Google,false
hr,eu,Google,false
hr,fa,Google,false
hr,fi,Google,false
hr,fr,Google,false
hr,fy,Google,false
hr,ga,Google,false
hr,gan,Google,false
hr,gd,Google,false
hr,gl,Google,false
hr,gn,Google,false
hr,gom,Google,false
hr,gu,Google,false
hr,ha,Google,false
hr,haw,Google,false
hr,he,Google,false
hr,hi,Google,false
hr,ht,Google,false
hr,hu,Google,false
hr,hy,Google,false
hr,id,Google,false
hr,ig,Google,false
hr,ilo,Google,false
hr,is,Google,false
hr,it,Google,false
hr,ja,Google,false
hr,jv,Google,false
hr,ka,Google,false
hr,kk,Google,false
hr,km,Google,false
hr,kn,Google,false
hr,ko,Google,false
hr,ku,Google,false
hr,ky,Google,false
hr,la,Google,false
hr,lb,Google,false
hr,lg,Google,false
hr,ln,Google,false
hr,lo,Google,false
hr,lt,Google,false
hr,lv,Google,false
hr,mai,Google,false
hr,mg,Google,false
hr,mi,Google,false
hr,mk,Google,false
hr,ml,Google,false
hr,mn,Google,false
hr,mni,Google,false
hr,mr,Google,false
hr,ms,Google,false
hr,mt,Google,false
hr,my,Google,false
hr,ne,Google,false
hr,nl,Google,false
hr,no,Google,false
hr,nso,Google,false
hr,ny,Google,false
hr,om,Google,false
hr,or,Google,false
hr,pa,Google,false
hr,pl,Google,false
hr,ps,Google,false
hr,pt,Google,false
hr,qu,Google,false
hr,ro,Google,false
hr,ru,Google,false
hr,rw,Google,false
hr,sa,Google,false
hr,sd,Google,false
hr,sh,Google,false
hr,si,Google,false
hr,simple,Google,false
hr,sk,Google,false
hr,sl,Google,false
hr,sm,Google,false
hr,sn,Google,false
hr,so,Google,false
hr,sq,Google,false
hr,sr,Google,false
hr,st,Google,false
hr,su,Google,false
hr,sv,Google,false
hr,sw,Google,false
hr,ta,Google,false
hr,te,Google,false
hr,tg,Google,false
hr,th,Google,false
hr,ti,Google,false
hr,tk,Google,false
hr,tl,Google,false
hr,tr,Google,false
hr,ts,Google,false
hr,tt,Google,false
hr,tw,Google,false
hr,ug,Google,false
hr,uk,Google,false
hr,ur,Google,false
hr,uz,Google,false
hr,vi,Google,false
hr,wuu,Google,false
hr,xh,Google,false
hr,yi,Google,false
hr,yo,Google,false
hr,yue,Google,false
hr,zh,Google,true
hr,zu,Google,false
ht,af,Google,false
ht,am,Google,false
ht,ar,Google,false
ht,arz,Google,false
ht,as,Google,false
ht,ay,Google,false
ht,az,Google,false
ht,be,Google,false
ht,be-tarask,Google,false
ht,bg,Google,false
ht,bho,Google,false
ht,bm,Google,false
ht,bn,Google,false
ht,bs,Google,false
ht,ca,Google,false
ht,ceb,Google,false
ht,ckb,Google,false
ht,co,Google,false
ht,cs,Google,false
ht,cy,Google,false
ht,da,Google,false
ht,de,Google,false
ht,dv,Google,false
ht,ee,Google,false
ht,el,Google,false
ht,en,Google,false
ht,eo,Google,false
ht,es,Google,false
ht,et,Google,false
ht,eu,Google,false
ht,fa,Google,false
ht,fi,Google,false
ht,fr,Google,false
ht,fy,Google,false
ht,ga,Google,false
ht,gan,Google,false
ht,gd,Google,false
ht,gl,Google,false
ht,gn,Google,false
ht,gom,Google,false
ht,gu,Google,false
ht,ha,Google,false
ht,haw,Google,false
ht,he,Google,false
ht,hi,Google,false
ht,hr,Google,false
ht,hu,Google,false
ht,hy,Google,false
ht,id,Google,false
ht,ig,Google,false
ht,ilo,Google,false
ht,is,Google,false
ht,it,Google,false
ht,ja,Google,false
ht,jv,Google,false
ht,ka,Google,false
ht,kk,Google,false
ht,km,Google,false
ht,kn,Google,false
ht,ko,Google,false
ht,ku,Google,false
ht,ky,Google,false
ht,la,Google,false
ht,lb,Google,false
ht,lg,Google,false
ht,ln,Google,false
ht,lo,Google,false
ht,lt,Google,false
ht,lv,Google,false
ht,mai,Google,false
ht,mg,Google,false
ht,mi,Google,false
ht,mk,Google,false
ht,ml,Google,false
ht,mn,Google,false
ht,mni,Google,false
ht,mr,Google,false
ht,ms,Google,false
ht,mt,Google,false
ht,my,Google,false
ht,ne,Google,false
ht,nl,Google,false
ht,no,Google,false
ht,nso,Google,false
ht,ny,Google,false
ht,om,Google,false
ht,or,Google,false
ht,pa,Google,false
ht,pl,Google,false
ht,ps,Google,false
ht,pt,Google,false
ht,qu,Google,false
ht,ro,Google,false
ht,ru,Google,false
ht,rw,Google,false
ht,sa,Google,false
ht,sd,Google,false
ht,sh,Google,false
ht,si,Google,false
ht,simple,Google,false
ht,sk,Google,false
ht,sl,Google,false
ht,sm,Google,false
ht,sn,Google,false
ht,so,Google,false
ht,sq,Google,false
ht,sr,Google,false
ht,st,Google,false
ht,su,Google,false
ht,sv,Google,false
ht,sw,Google,false
ht,ta,Google,false
ht,te,Google,false
ht,tg,Google,false
ht,th,Google,false
ht,ti,Google,false
ht,tk,Google,false
ht,tl,Google,false
ht,tr,Google,false
ht,ts,Google,false
ht,tt,Google,false
ht,tw,Google,false
ht,ug,Google,false
ht,uk,Google,false
ht,ur,Google,false
ht,uz,Google,false
ht,vi,Google,false
ht,wuu,Google,false
ht,xh,Google,false
ht,yi,Google,false
ht,yo,Google,false
ht,yue,Google,false
ht,zh,Google,true
ht,zu,Google,false
hu,af,Google,false
hu,am,Google,false
hu,ar,Google,false
hu,arz,Google,false
hu,as,Google,false
hu,ay,Google,false
hu,az,Google,false
hu,be,Google,false
hu,be-tarask,Google,false
hu,bg,Google,false
hu,bho,Google,false
hu,bm,Google,false
hu,bn,Google,false
hu,bs,Google,false
hu,ca,Google,false
hu,ceb,Google,false
hu,ckb,Google,false
hu,co,Google,false
hu,cs,Google,false
hu,cy,Google,false
hu,da,Google,false
hu,de,Google,false
hu,dv,Google,false
hu,ee,Google,false
hu,el,Google,false
hu,en,Google,false
hu,eo,Google,false
hu,es,Google,false
hu,et,Google,false
hu,eu,Google,false
hu,fa,Google,false
hu,fi,Google,false
hu,fr,Google,false
hu,fy,Google,false
hu,ga,Google,false
hu,gan,Google,false
hu,gd,Google,false
hu,gl,Google,false
hu,gn,Google,false
hu,gom,Google,false
hu,gu,Google,false
hu,ha,Google,false
hu,haw,Google,false
hu,he,Google,false
hu,hi,Google,false
hu,hr,Google,false
hu,ht,Google,false
hu,hy,Google,false
hu,id,Google,false
hu,ig,Google,false
hu,ilo,Google,false
hu,is,Google,false
hu,it,Google,false
hu,ja,Google,false
hu,jv,Google,false
hu,ka,Google,false
hu,kk,Google,false
hu,km,Google,false
hu,kn,Google,false
hu,ko,Google,false
hu,ku,Google,false
hu,ky,Google,false
hu,la,Google,false
hu,lb,Google,false
hu,lg,Google,false
hu,ln,Google,false
hu,lo,Google,false
hu,lt,Google,false
hu,lv,Google,false
hu,mai,Google,false
hu,mg,Google,false
hu,mi,Google,false
hu,mk,Google,false
hu,ml,Google,false
hu,mn,Google,false
hu,mni,Google,false
hu,mr,Google,false
hu,ms,Google,false
hu,mt,Google,false
hu,my,Google,false
hu,ne,Google,false
hu,nl,Google,false
hu,no,Google,false
hu,nso,Google,false
hu,ny,Google,false
hu,om,Google,false
hu,or,Google,false
hu,pa,Google,false
hu,pl,Google,false
hu,ps,Google,false
hu,pt,Google,false
hu,qu,Google,false
hu,ro,Google,false
hu,ru,Google,false
hu,rw,Google,false
hu,sa,Google,false
hu,sd,Google,false
hu,sh,Google,false
hu,si,Google,false
hu,simple,Google,false
hu,sk,Google,false
hu,sl,Google,false
hu,sm,Google,false
hu,sn,Google,false
hu,so,Google,false
hu,sq,Google,false
hu,sr,Google,false
hu,st,Google,false
hu,su,Google,false
hu,sv,Google,false
hu,sw,Google,false
hu,ta,Google,false
hu,te,Google,false
hu,tg,Google,false
hu,th,Google,false
hu,ti,Google,false
hu,tk,Google,false
hu,tl,Google,false
hu,tr,Google,false
hu,ts,Google,false
hu,tt,Google,false
hu,tw,Google,false
hu,ug,Google,false
hu,uk,Google,false
hu,ur,Google,false
hu,uz,Google,false
hu,vi,Google,false
hu,wuu,Google,false
hu,xh,Google,false
hu,yi,Google,false
hu,yo,Google,false
hu,yue,Google,false
hu,zh,Google,true
hu,zu,Google,false
hy,af,Google,false
hy,am,Google,false
hy,ar,Google,false
hy,arz,Google,false
hy,as,Google,false
hy,ay,Google,false
hy,az,Google,false
hy,be,Google,false
hy,be-tarask,Google,false
hy,bg,Google,false
hy,bho,Google,false
hy,bm,Google,false
hy,bn,Google,false
hy,bs,Google,false
hy,ca,Google,false
hy,ceb,Google,false
hy,ckb,Google,false
hy,co,Google,false
hy,cs,Google,false
hy,cy,Google,false
hy,da,Google,false
hy,de,Google,false
hy,dv,Google,false
hy,ee,Google,false
hy,el,Google,false
hy,en,Google,false
hy,eo,Google,false
hy,es,Google,false
hy,et,Google,false
hy,eu,Google,false
hy,fa,Google,false
hy,fi,Google,false
hy,fr,Google,false
hy,fy,Google,false
hy,ga,Google,false
hy,gan,Google,false
hy,gd,Google,false
hy,gl,Google,false
hy,gn,Google,false
hy,gom,Google,false
hy,gu,Google,false
hy,ha,Google,false
hy,haw,Google,false
hy,he,Google,false
hy,hi,Google,false
hy,hr,Google,false
hy,ht,Google,false
hy,hu,Google,false
hy,id,Google,false
hy,ig,Google,false
hy,ilo,Google,false
hy,is,Google,false
hy,it,Google,false
hy,ja,Google,false
hy,jv,Google,false
hy,ka,Google,false
hy,kk,Google,false
hy,km,Google,false
hy,kn,Google,false
hy,ko,Google,false
hy,ku,Google,false
hy,ky,Google,false
hy,la,Google,false
hy,lb,Google,false
hy,lg,Google,false
hy,ln,Google,false
hy,lo,Google,false
hy,lt,Google,false
hy,lv,Google,false
hy,mai,Google,false
hy,mg,Google,false
hy,mi,Google,false
hy,mk,Google,false
hy,ml,Google,false
hy,mn,Google,false
hy,mni,Google,false
hy,mr,Google,false
hy,ms,Google,false
hy,mt,Google,false
hy,my,Google,false
hy,ne,Google,false
hy,nl,Google,false
hy,no,Google,false
hy,nso,Google,false
hy,ny,Google,false
hy,om,Google,false
hy,or,Google,false
hy,pa,Google,false
hy,pl,Google,false
hy,ps,Google,false
hy,pt,Google,false
hy,qu,Google,false
hy,ro,Google,false
hy,ru,Google,false
hy,rw,Google,false
hy,sa,Google,false
hy,sd,Google,false
hy,sh,Google,false
hy,si,Google,false
hy,simple,Google,false
hy,sk,Google,false
hy,sl,Google,false
hy,sm,Google,false
hy,sn,Google,false
hy,so,Google,false
hy,sq,Google,false
hy,sr,Google,false
hy,st,Google,false
hy,su,Google,false
hy,sv,Google,false
hy,sw,Google,false
hy,ta,Google,false
hy,te,Google,false
hy,tg,Google,false
hy,th,Google,false
hy,ti,Google,false
hy,tk,Google,false
hy,tl,Google,false
hy,tr,Google,false
hy,ts,Google,false
hy,tt,Google,false
hy,tw,Google,false
hy,ug,Google,false
hy,uk,Google,false
hy,ur,Google,false
hy,uz,Google,false
hy,vi,Google,false
hy,wuu,Google,false
hy,xh,Google,false
hy,yi,Google,false
hy,yo,Google,false
hy,yue,Google,false
hy,zh,Google,true
hy,zu,Google,false
id,af,Google,false
id,am,Google,false
id,ar,Google,false
id,arz,Google,false
id,as,Google,false
id,ay,Google,false
id,az,Google,false
id,be,Google,false
id,be-tarask,Google,false
id,bg,Google,false
id,bho,Google,false
id,bm,Google,false
id,bn,Google,false
id,bs,Google,false
id,ca,Google,false
id,ceb,Google,false
id,ckb,Google,false
id,co,Google,false
id,cs,Google,false
id,cy,Google,false
id,da,Google,false
id,de,Google,false
id,dv,Google,false
id,ee,Google,false
id,el,Google,false
id,en,Google,false
id,eo,Google,false
id,es,Google,false
id,et,Google,false
id,eu,Google,false
id,fa,Google,false
id,fi,Google,false
id,fr,Google,false
id,fy,Google,false
id,ga,Google,false
id,gan,Google,false
id,gd,Google,false
id,gl,Google,false
id,gn,Google,false
id,gom,Google,false
id,gu,Google,false
id,ha,Google,false
id,haw,Google,false
id,he,Google,false
id,hi,Google,false
id,hr,Google,false
id,ht,Google,false
id,hu,Google,false
id,hy,Google,false
id,ig,Google,false
id,ilo,Google,false
id,is,Google,false
id,it,Google,false
id,ja,Google,false
id,jv,Google,false
id,ka,Google,false
id,kk,Google,false
id,km,Google,false
id,kn,Google,false
id,ko,Google,false
id,ku,Google,false
id,ky,Google,false
id,la,Google,false
id,lb,Google,false
id,lg,Google,false
id,ln,Google,false
id,lo,Google,false
id,lt,Google,false
id,lv,Google,false
id,mai,Google,false
id,mg,Google,false
id,mi,Google,false
id,mk,Google,false
id,ml,Google,false
id,mn,Google,false
id,mni,Google,false
id,mr,Google,false
id,ms,Google,false
id,mt,Google,false
id,my,Google,false
id,ne,Google,false
id,nl,Google,false
id,no,Google,false
id,nso,Google,false
id,ny,Google,false
id,om,Google,false
id,or,Google,false
id,pa,Google,false
id,pl,Google,false
id,ps,Google,false
id,pt,Google,false
id,qu,Google,false
id,ro,Google,false
id,ru,Google,false
id,rw,Google,false
id,sa,Google,false
id,sd,Google,false
id,sh,Google,false
id,si,Google,false
id,simple,Google,false
id,sk,Google,false
id,sl,Google,false
id,sm,Google,false
id,sn,Google,false
id,so,Google,false
id,sq,Google,false
id,sr,Google,false
id,st,Google,false
id,su,Google,false
id,sv,Google,false
id,sw,Google,false
id,ta,Google,false
id,te,Google,false
id,tg,Google,false
id,th,Google,false
id,ti,Google,false
id,tk,Google,false
id,tl,Google,false
id,tr,Google,false
id,ts,Google,false
id,tt,Google,false
id,tw,Google,false
id,ug,Google,false
id,uk,Google,false
id,ur,Google,false
id,uz,Google,false
id,vi,Google,false
id,wuu,Google,false
id,xh,Google,false
id,yi,Google,false
id,yo,Google,false
id,yue,Google,false
id,zh,Google,true
id,zu,Google,false
ig,af,Google,false
ig,am,Google,false
ig,ar,Google,false
ig,arz,Google,false
ig,as,Google,false
ig,ay,Google,false
ig,az,Google,false
ig,be,Google,false
ig,be-tarask,Google,false
ig,bg,Google,false
ig,bho,Google,false
ig,bm,Google,false
ig,bn,Google,false
ig,bs,Google,false
ig,ca,Google,false
ig,ceb,Google,false
ig,ckb,Google,false
ig,co,Google,false
ig,cs,Google,false
ig,cy,Google,false
ig,da,Google,false
ig,de,Google,false
ig,dv,Google,false
ig,ee,Google,false
ig,el,Google,false
ig,en,Google,false
ig,eo,Google,false
ig,es,Google,false
ig,et,Google,false
ig,eu,Google,false
ig,fa,Google,false
ig,fi,Google,false
ig,fr,Google,false
ig,fy,Google,false
ig,ga,Google,false
ig,gan,Google,false
ig,gd,Google,false
ig,gl,Google,false
ig,gn,Google,false
ig,gom,Google,false
ig,gu,Google,false
ig,ha,Google,false
ig,haw,Google,false
ig,he,Google,false
ig,hi,Google,false
ig,hr,Google,false
ig,ht,Google,false
ig,hu,Google,false
ig,hy,Google,false
ig,id,Google,false
ig,ilo,Google,false
ig,is,Google,false
ig,it,Google,false
ig,ja,Google,false
ig,jv,Google,false
ig,ka,Google,false
ig,kk,Google,false
ig,km,Google,false
ig,kn,Google,false
ig,ko,Google,false
ig,ku,Google,false
ig,ky,Google,false
ig,la,Google,false
ig,lb,Google,false
ig,lg,Google,false
ig,ln,Google,false
ig,lo,Google,false
ig,lt,Google,false
ig,lv,Google,false
ig,mai,Google,false
ig,mg,Google,false
ig,mi,Google,false
ig,mk,Google,false
ig,ml,Google,false
ig,mn,Google,false
ig,mni,Google,false
ig,mr,Google,false
ig,ms,Google,false
ig,mt,Google,false
ig,my,Google,false
ig,ne,Google,false
ig,nl,Google,false
ig,no,Google,false
ig,nso,Google,false
ig,ny,Google,false
ig,om,Google,false
ig,or,Google,false
ig,pa,Google,false
ig,pl,Google,false
ig,ps,Google,false
ig,pt,Google,false
ig,qu,Google,false
ig,ro,Google,false
ig,ru,Google,false
ig,rw,Google,false
ig,sa,Google,false
ig,sd,Google,false
ig,sh,Google,false
ig,si,Google,false
ig,simple,Google,false
ig,sk,Google,false
ig,sl,Google,false
ig,sm,Google,false
ig,sn,Google,false
ig,so,Google,false
ig,sq,Google,false
ig,sr,Google,false
ig,st,Google,false
ig,su,Google,false
ig,sv,Google,false
ig,sw,Google,false
ig,ta,Google,false
ig,te,Google,false
ig,tg,Google,false
ig,th,Google,false
ig,ti,Google,false
ig,tk,Google,false
ig,tl,Google,false
ig,tr,Google,false
ig,ts,Google,false
ig,tt,Google,false
ig,tw,Google,false
ig,ug,Google,false
ig,uk,Google,false
ig,ur,Google,false
ig,uz,Google,false
ig,vi,Google,false
ig,wuu,Google,false
ig,xh,Google,false
ig,yi,Google,false
ig,yo,Google,false
ig,yue,Google,false
ig,zh,Google,true
ig,zu,Google,false
ilo,af,Google,false
ilo,am,Google,false
ilo,ar,Google,false
ilo,arz,Google,false
ilo,as,Google,false
ilo,ay,Google,false
ilo,az,Google,false
ilo,be,Google,false
ilo,be-tarask,Google,false
ilo,bg,Google,false
ilo,bho,Google,false
ilo,bm,Google,false
ilo,bn,Google,false
ilo,bs,Google,false
ilo,ca,Google,false
ilo,ceb,Google,false
ilo,ckb,Google,false
ilo,co,Google,false
ilo,cs,Google,false
ilo,cy,Google,false
ilo,da,Google,false
ilo,de,Google,false
ilo,dv,Google,false
ilo,ee,Google,false
ilo,el,Google,false
ilo,en,Google,false
ilo,eo,Google,false
ilo,es,Google,false
ilo,et,Google,false
ilo,eu,Google,false
ilo,fa,Google,false
ilo,fi,Google,false
ilo,fr,Google,false
ilo,fy,Google,false
ilo,ga,Google,false
ilo,gan,Google,false
ilo,gd,Google,false
ilo,gl,Google,false
ilo,gn,Google,false
ilo,gom,Google,false
ilo,gu,Google,false
ilo,ha,Google,false
ilo,haw,Google,false
ilo,he,Google,false
ilo,hi,Google,false
ilo,hr,Google,false
ilo,ht,Google,false
ilo,hu,Google,false
ilo,hy,Google,false
ilo,id,Google,false
ilo,ig,Google,false
ilo,is,Google,false
ilo,it,Google,false
ilo,ja,Google,false
ilo,jv,Google,false
ilo,ka,Google,false
ilo,kk,Google,false
ilo,km,Google,false
ilo,kn,Google,false
ilo,ko,Google,false
ilo,ku,Google,false
ilo,ky,Google,false
ilo,la,Google,false
ilo,lb,Google,false
ilo,lg,Google,false
ilo,ln,Google,false
ilo,lo,Google,false
ilo,lt,Google,false
ilo,lv,Google,false
ilo,mai,Google,false
ilo,mg,Google,false
ilo,mi,Google,false
ilo,mk,Google,false
ilo,ml,Google,false
ilo,mn,Google,false
ilo,mni,Google,false
ilo,mr,Google,false
ilo,ms,Google,false
ilo,mt,Google,false
ilo,my,Google,false
ilo,ne,Google,false
ilo,nl,Google,false
ilo,no,Google,false
ilo,nso,Google,false
ilo,ny,Google,false
ilo,om,Google,false
ilo,or,Google,false
ilo,pa,Google,false
ilo,pl,Google,false
ilo,ps,Google,false
ilo,pt,Google,false
ilo,qu,Google,false
ilo,ro,Google,false
ilo,ru,Google,false
ilo,rw,Google,false
ilo,sa,Google,false
ilo,sd,Google,false
ilo,sh,Google,false
ilo,si,Google,false
ilo,simple,Google,false
ilo,sk,Google,false
ilo,sl,Google,false
ilo,sm,Google,false
ilo,sn,Google,false
ilo,so,Google,false
ilo,sq,Google,false
ilo,sr,Google,false
ilo,st,Google,false
